PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_3941	LTCOR11	Lavatera thuringiaca	Snakin	--NA--	67	6931.16	Experimental evidence at transcript level	--NA--
PPepDB_3943	Hv-LTP6	Hordeum vulgare var. distichum	Lipid-transfer protein	--NA--	93	9405.9	Experimental evidence at transcript level	15821867
PPepDB_3944	Rc-LTP A (CB-A)	Ricinus communis	Lipid-transfer protein	--NA--	92	9312.73	Experimental evidence at protein level	--NA--
PPepDB_3945	Rc-LTP B (CB-B)	Ricinus communis	Lipid-transfer protein	--NA--	92	9847.49	Experimental evidence at protein level	3191918
PPepDB_3946	RSI-1 (TR132)	Solanum lycopersicum, Lycopersicon esculentum	Snakin	--NA--	67	7677.07	Experimental evidence at transcript level	8177211
PPepDB_3949	Os-LTP3	Oryza sativa subsp. Japonica	Lipid-transfer protein	Antifungal	93	9436.7	Experimental evidence at protein level	12869764, 14659081, 15685292, 16100779, 16188032, 17210932
PPepDB_3950	IWF1 (Bv-LTP1)	Beta vulgaris	Lipid-transfer protein	Antifungal	91	8968.41	Protein inferred from homology	8790287
PPepDB_3952	At-AFP1 (LCR67)	Arabidopsis thaliana	Defensin	Antifungal	51	5667.52	Experimental evidence at protein level	11130712, 11437247, 14593172, 8422949, 10080719
PPepDB_3959	Hv-LTP4.1 (LTP 4.1) (CW21)	Hordeum vulgare	Lipid-transfer protein	Antibacterial, Antifungal	90	8663.05	Experimental evidence at protein level	8420795, 8281190
PPepDB_3960	Hv-LTP Cw-18 (PKG2316)	Hordeum vulgare	Lipid-transfer protein	Antibacterial, Antifungal	90	8783.06	Experimental evidence at protein level	8420795, 8281190, 7764621
PPepDB_3972	Rs-AFP1	Raphanus sativus	Defensin	Antifungal	51	5694.55	Experimental evidence at protein level	1639777, 7780308, 9636715, 8422949, 25153857, 16653017
PPepDB_3996	PGLR2_JUNAS	Juniperus ashei	--NA--	Signaling-peptide	507	55730.78	Experimental evidence at protein level	--NA--
PPepDB_3997	CHIT3_VITVI	Vitis vinifera	--NA--	Signaling-peptide	301	32351.19	Experimental evidence at transcript level	--NA--
PPepDB_3998	FH1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	960	101642.31	Experimental evidence at transcript level	--NA--
PPepDB_3999	FH18_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	906	95753.43	Experimental evidence at transcript level	--NA--
PPepDB_4000	PER67_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	316	34708.06	Experimental evidence at transcript level	--NA--
PPepDB_4001	GUN_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	496	54461.02	Experimental evidence at transcript level	--NA--
PPepDB_4002	GUN5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	627	69079.66	Experimental evidence at transcript level	--NA--
PPepDB_4003	NLTP_BETVU	Beta vulgaris	--NA--	Signaling-peptide	117	11644.74	Protein inferred from homology	--NA--
PPepDB_4004	NLT2B_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	117	11444.14	Experimental evidence at transcript level	--NA--
PPepDB_4005	RNS3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	222	25625.96	Experimental evidence at transcript level	--NA--
PPepDB_4006	SCP40_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	502	56239.76	Experimental evidence at transcript level	--NA--
PPepDB_4007	LAC24_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	579	63459.14	Experimental evidence at transcript level	--NA--
PPepDB_4008	PER29_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	339	36806.7	Experimental evidence at transcript level	--NA--
PPepDB_4009	CAH1_CHLRE	Chlamydomonas reinhardtii	--NA--	Signaling-peptide	377	41627.84	Experimental evidence at protein level	--NA--
PPepDB_4010	CYT4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	158	16599.73	Experimental evidence at transcript level	--NA--
PPepDB_4011	RIPG_GELMU	Gelonium multiflorum	--NA--	Signaling-peptide	316	35418.59	Experimental evidence at protein level	--NA--
PPepDB_4012	PEXLP_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	426	44278.42	Experimental evidence at transcript level	--NA--
PPepDB_4013	GUN14_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	512	54229.47	Experimental evidence at transcript level	--NA--
PPepDB_4014	AMY3B_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	438	48591.54	Experimental evidence at transcript level	--NA--
PPepDB_4015	AMY3C_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	437	48504.35	Experimental evidence at transcript level	--NA--
PPepDB_4016	FH10_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	881	96463.33	Experimental evidence at transcript level	--NA--
PPepDB_4017	GGPP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	376	41338.67	Experimental evidence at protein level	--NA--
PPepDB_4018	SCP51_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	461	51752.34	Experimental evidence at transcript level	--NA--
PPepDB_4019	COBL6_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	451	49623.01	Protein inferred from homology	--NA--
PPepDB_4020	MPA93_POAPR	Poa pratensis, Phalaris japonica	--NA--	Signaling-peptide	307	30529.76	Experimental evidence at protein level	--NA--
PPepDB_4021	PSBU_KARBR	Karenia brevis	--NA--	Signaling-peptide	159	17277.16	Experimental evidence at transcript level	--NA--
PPepDB_4022	EXB11_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	292	30500.1	Experimental evidence at transcript level	--NA--
PPepDB_4023	FH14_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	830	90221.61	Experimental evidence at transcript level	--NA--
PPepDB_4024	GLR36_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	903	100529.92	Experimental evidence at transcript level	--NA--
PPepDB_4025	BROM1_ANACO	Ananas comosus	--NA--	Signaling-peptide	351	39054.78	Experimental evidence at protein level	--NA--
PPepDB_4026	FLA5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	278	29916.47	Experimental evidence at transcript level	--NA--
PPepDB_4027	ML2_VISAL	Viscum album	--NA--	Signaling-peptide	567	63409.87	Experimental evidence at transcript level	--NA--
PPepDB_4028	ML3_VISAL	Viscum album	--NA--	Signaling-peptide	569	62685.62	Experimental evidence at protein level	--NA--
PPepDB_4029	ML1_VISAL	Viscum album	--NA--	Signaling-peptide	564	62627.91	Experimental evidence at protein level	--NA--
PPepDB_4030	IPRB_SAGSA	Sagittaria sagittifolia	--NA--	Signaling-peptide	181	19174	Experimental evidence at protein level	--NA--
PPepDB_4031	IPRA_SAGSA	Sagittaria sagittifolia	--NA--	Signaling-peptide	181	19152	Experimental evidence at protein level	--NA--
PPepDB_4032	BGL10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	741	83101.64	Experimental evidence at transcript level	--NA--
PPepDB_4033	PME1_FICAW	Ficus awkeotsang	--NA--	Signaling-peptide	545	60602.27	Experimental evidence at protein level	--NA--
PPepDB_4034	Y3288_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	627	67752.39	Experimental evidence at protein level	--NA--
PPepDB_4035	ZIP5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	360	38167.43	Experimental evidence at transcript level	--NA--
PPepDB_4036	PEL15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	470	51935.85	Experimental evidence at transcript level	--NA--
PPepDB_4037	BGL13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	848	95900.17	Experimental evidence at transcript level	--NA--
PPepDB_4038	CYT3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	184	19665.24	Experimental evidence at transcript level	--NA--
PPepDB_4039	Y4213_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	202	22563.31	Experimental evidence at transcript level	--NA--
PPepDB_4040	EXB13_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	228	24269.68	Protein inferred from homology	--NA--
PPepDB_4041	FH13_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	774	83810.3	Experimental evidence at transcript level	--NA--
PPepDB_4042	ORYC_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	362	39114.02	Experimental evidence at transcript level	--NA--
PPepDB_4043	MPA5A_LOLPR	Lolium perenne	--NA--	Signaling-peptide	308	31881.48	Experimental evidence at protein level	--NA--
PPepDB_4044	AGP15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	61	5848.91	Experimental evidence at protein level	--NA--
PPepDB_4045	GUN7_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	531	58597.59	Experimental evidence at transcript level	--NA--
PPepDB_4046	GUN21_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	529	57924.02	Experimental evidence at transcript level	--NA--
PPepDB_4047	GLR14_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	861	97760.37	Experimental evidence at transcript level	--NA--
PPepDB_4048	BGAL4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	724	80591.19	Experimental evidence at protein level	--NA--
PPepDB_4049	BGL12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	728	81532.84	Experimental evidence at transcript level	--NA--
PPepDB_4050	BGAL2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	827	91548.53	Experimental evidence at transcript level	--NA--
PPepDB_4051	XIP1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	304	33946.81	Experimental evidence at protein level	--NA--
PPepDB_4052	HIPL2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	696	75617.4	Experimental evidence at transcript level	--NA--
PPepDB_4053	XSP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	749	80328.93	Experimental evidence at transcript level	--NA--
PPepDB_4054	BGAL_MALDO	Malus domestica, Malus sylvestris	--NA--	Signaling-peptide	731	80995.7	Experimental evidence at protein level	--NA--
PPepDB_4055	LAC15_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	599	65670.34	Experimental evidence at transcript level	--NA--
PPepDB_4056	ZEB2_MAIZE	Zea mays	--NA--	Signaling-peptide	183	19558.55	Experimental evidence at protein level	--NA--
PPepDB_4057	AGGL_RICCO	Ricinus communis	--NA--	Signaling-peptide	564	62851.34	Experimental evidence at protein level	--NA--
PPepDB_4058	RIP6_SAPOF	Saponaria officinalis	--NA--	Signaling-peptide	299	33607.45	Experimental evidence at protein level	--NA--
PPepDB_4059	RIP0_DIACA	Dianthus caryophyllus	--NA--	Signaling-peptide	293	32717.27	Experimental evidence at protein level	--NA--
PPepDB_4060	CKX4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	524	58061.32	Experimental evidence at protein level	--NA--
PPepDB_4061	NICA_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	676	73007.42	Experimental evidence at transcript level	--NA--
PPepDB_4062	LEC_ULVPE	Ulva pertusa	--NA--	Signaling-peptide	203	22195.16	Experimental evidence at protein level	--NA--
PPepDB_4063	BGAL3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	856	95192.9	Experimental evidence at transcript level	--NA--
PPepDB_4064	BCP_PEA	Pisum sativum	--NA--	Signaling-peptide	189	19318.69	Experimental evidence at transcript level	--NA--
PPepDB_4065	XCP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	356	39707.5	Experimental evidence at protein level	--NA--
PPepDB_4066	EXPB5_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	275	28717.66	Experimental evidence at transcript level	--NA--
PPepDB_4067	GLR32_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	912	101662.83	Experimental evidence at protein level	--NA--
PPepDB_4068	RETOL_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	570	63559.09	Experimental evidence at protein level	--NA--
PPepDB_4069	INV4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	590	66610.44	Experimental evidence at transcript level	--NA--
PPepDB_4070	GUN6_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	508	55330.6	Experimental evidence at transcript level	--NA--
PPepDB_4071	CUCM1_CUCME	Cucumis melo	--NA--	Signaling-peptide	731	78819.85	Experimental evidence at protein level	--NA--
PPepDB_4072	PR1A_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	175	19659.96	Experimental evidence at transcript level	--NA--
PPepDB_4073	ZEAZ_MAIZE	Zea mays	--NA--	Signaling-peptide	267	29062.9	Experimental evidence at transcript level	--NA--
PPepDB_4074	CRK32_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	656	73695.43	Protein inferred from homology	--NA--
PPepDB_4075	NLTP_GERHY	Gerbera hybrida	--NA--	Signaling-peptide	116	11783.82	Protein inferred from homology	--NA--
PPepDB_4076	NLTP_HELAN	Helianthus annuus	--NA--	Signaling-peptide	116	11551.49	Protein inferred from homology	--NA--
PPepDB_4077	NLTP1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	116	11345.22	Experimental evidence at protein level	--NA--
PPepDB_4078	NLTPX_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	96	9535.23	Experimental evidence at protein level	--NA--
PPepDB_4079	NLTPX_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	96	9563.24	Protein inferred from homology	--NA--
PPepDB_4080	EXPA4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	257	27847.65	Experimental evidence at protein level	--NA--
PPepDB_4081	EXPA6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	257	27817.73	Experimental evidence at transcript level	--NA--
PPepDB_4082	EXP18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	257	27869.72	Experimental evidence at transcript level	--NA--
PPepDB_4083	BGL11_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	848	94739.17	Experimental evidence at transcript level	--NA--
PPepDB_4084	INV2_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	598	66233.19	Experimental evidence at transcript level	--NA--
PPepDB_4085	INV2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	598	66263.22	Experimental evidence at protein level	--NA--
PPepDB_4086	AGAL_CYATE	Cyamopsis tetragonoloba	--NA--	Signaling-peptide	411	45135.53	Experimental evidence at protein level	--NA--
PPepDB_4087	ZIP11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	326	35461.41	Experimental evidence at transcript level	--NA--
PPepDB_4088	CHI2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	326	33636.17	Experimental evidence at transcript level	--NA--
PPepDB_4089	LCR72_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	73	7718.14	Protein inferred from homology	--NA--
PPepDB_4090	FH11_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	929	100989.68	Experimental evidence at transcript level	--NA--
PPepDB_4091	PGLR_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	396	42468.97	Experimental evidence at transcript level	--NA--
PPepDB_4092	COBL7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	661	72601.72	Experimental evidence at transcript level	--NA--
PPepDB_4093	AGI_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	212	21208.94	Experimental evidence at protein level	--NA--
PPepDB_4094	AGI1_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	212	21238.87	Experimental evidence at protein level	--NA--
PPepDB_4095	SCP27_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	459	52141.26	Experimental evidence at transcript level	--NA--
PPepDB_4096	GLCA_SOYBN	Glycine max	--NA--	Signaling-peptide	605	70293.13	Experimental evidence at protein level	--NA--
PPepDB_4097	PDIA6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	361	39496.97	Experimental evidence at transcript level	--NA--
PPepDB_4098	SCP50_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	444	49222.21	Experimental evidence at transcript level	--NA--
PPepDB_4099	PEL1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	431	47770.79	Experimental evidence at transcript level	--NA--
PPepDB_4100	NLTL5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	182	17971.68	Experimental evidence at transcript level	--NA--
PPepDB_4101	CALR_NICPL	Nicotiana plumbaginifolia	--NA--	Signaling-peptide	416	47481.14	Experimental evidence at transcript level	--NA--
PPepDB_4102	EXPB8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	276	29761.59	Experimental evidence at transcript level	--NA--
PPepDB_4103	Y1838_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	250	27872.12	Experimental evidence at transcript level	--NA--
PPepDB_4104	XTH6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	292	33692.18	Experimental evidence at transcript level	--NA--
PPepDB_4105	FLA8_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	420	43074.83	Experimental evidence at transcript level	--NA--
PPepDB_4106	FLA10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	422	43607.43	Experimental evidence at transcript level	--NA--
PPepDB_4107	PME_PRUPE	Prunus persica	--NA--	Signaling-peptide	522	57396.79	Experimental evidence at transcript level	--NA--
PPepDB_4108	WAK1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	735	81211.03	Experimental evidence at protein level	--NA--
PPepDB_4109	CRI4_MAIZE	Zea mays	--NA--	Signaling-peptide	901	97439.29	Experimental evidence at transcript level	--NA--
PPepDB_4110	CRK17_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	686	76354.32	Experimental evidence at transcript level	--NA--
PPepDB_4111	DR100_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	372	39556.28	Experimental evidence at transcript level	--NA--
PPepDB_4112	PI5K1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	801	90680.29	Experimental evidence at transcript level	--NA--
PPepDB_4113	LAC19_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	590	65848.45	Protein inferred from homology	--NA--
PPepDB_4114	LAC19_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	590	65848.39	Experimental evidence at transcript level	--NA--
PPepDB_4115	LAC15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	565	63994.06	Experimental evidence at protein level	--NA--
PPepDB_4116	GUN16_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	486	54119.76	Experimental evidence at transcript level	--NA--
PPepDB_4117	GLR31_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	938	103266.73	Experimental evidence at protein level	--NA--
PPepDB_4118	SCP23_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	454	51528.47	Experimental evidence at transcript level	--NA--
PPepDB_4119	GWD2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	1278	144769.67	Experimental evidence at transcript level	--NA--
PPepDB_4120	ASP1_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	410	44961.01	Experimental evidence at transcript level	--NA--
PPepDB_4121	RD21A_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	462	50966.34	Experimental evidence at protein level	--NA--
PPepDB_4122	ILL3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	428	46790.54	Experimental evidence at transcript level	--NA--
PPepDB_4123	LAC5_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	547	59891.29	Protein inferred from homology	--NA--
PPepDB_4124	CYF_NEPOL	Nephroselmis olivacea	--NA--	Signaling-peptide	313	34106.38	Protein inferred from homology	--NA--
